4    3
3    2
7    6
8    7
34    31
9    8
10    9
35    32
11    10
15    14
16    15
37    34
38    35
14    13
13    12
36    33
12    11
18    17
19    18
39    36
20    19
21    20
22    21
23    22
24    23
40    37
25    24
41    38
42    39
26    25
27    26
43    40
28    27
2    1
32    30
33    29
5    4
