3    4
2    3
6    7
7    8
31    34
8    9
9    10
32    35
10    11
14    15
15    16
34    37
35    38
13    14
12    13
33    36
11    12
17    18
18    19
36    39
19    20
20    21
21    22
22    23
23    24
37    40
24    25
38    41
39    42
25    26
26    27
40    43
27    28
1    2
30    32
29    33
4    5
